Kanton,BAG_Region,Franchise,Modell,Krankenkasse,Jahr,Praemie,Modell_Franchise
BE,BE1_BAG,300,GV_Hausarzt,EGK-Gesundheitskasse,2018,481.1,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_HMO,Visana,2016,310.8,GV_HMO_2500
BE,BE1_BAG,2500,GV_Hausarzt,Atupri,2019,332.7,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Telmed,Arcosana,2017,318.4,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Telmed,Sana24,2017,355.9,GV_Telmed_2500
BE,BE1_BAG,300,GV_Hausarzt,Helsana,2021,444.2333374,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Telmed,Sympany - Kolping,2021,628.8500061,GV_Telmed_300
BE,BE1_BAG,2500,GV_OKP,KK Luzerner Hinterland,2021,442.25,GV_OKP_2500
BE,BE1_BAG,2500,GV_Hausarzt,Visana,2022,342.8000031,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_HMO,CSS,2020,324.9583282,GV_HMO_2500
BE,BE1_BAG,2500,GV_Telmed,Sanagate,2018,297,GV_Telmed_2500
BE,BE1_BAG,300,GV_Telmed,ÖKK,2018,452.8,GV_Telmed_300
BE,BE1_BAG,300,GV_Telmed,Sympany,2016,402.1,GV_Telmed_300
BE,BE1_BAG,300,GV_Telmed,Rhenusana,2017,477.6,GV_Telmed_300
BE,BE1_BAG,300,GV_Hausarzt,EGK-Gesundheitskasse,2021,470.8999939,GV_Hausarzt_300
BE,BE1_BAG,300,GV_OKP,EGK-Gesundheitskasse,2022,519.5,GV_OKP_300
BE,BE1_BAG,300,GV_Telmed,Sympany - Vivao,2024,486.7333374,GV_Telmed_300
BE,BE1_BAG,300,GV_OKP,Sanitas,2018,482.3,GV_OKP_300
BE,BE1_BAG,300,GV_Hausarzt,Easy Sana,2018,459.15,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Hausarzt,Philos,2016,397,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_Telmed,Visana,2019,359.55,GV_Telmed_2500
BE,BE1_BAG,300,GV_OKP,Concordia,2016,495.7,GV_OKP_300
BE,BE1_BAG,2500,GV_Telmed,Arcosana,2016,270.5,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Hausarzt,ÖKK,2016,290.9,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_Telmed,EGK-Gesundheitskasse,2017,473.1,GV_Telmed_300
BE,BE1_BAG,300,GV_HMO,Sympany - Moove,2020,508.2999878,GV_HMO_300
BE,BE1_BAG,2500,GV_OKP,Visana,2022,423.5,GV_OKP_2500
BE,BE1_BAG,300,GV_HMO,CSS,2022,446.5285645,GV_HMO_300
BE,BE1_BAG,2500,GV_Hausarzt,ÖKK,2024,412.2000122,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_Hausarzt,Arcosana,2016,417.7,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Hausarzt,Atupri,2019,454.6,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Telmed,Sana24,2019,504.1,GV_Telmed_300
BE,BE1_BAG,300,GV_HMO,Concordia,2017,429.8,GV_HMO_300
BE,BE1_BAG,300,GV_OKP,Swica,2021,529.0999756,GV_OKP_300
BE,BE1_BAG,2500,GV_Telmed,Vivacare,2020,382.4000092,GV_Telmed_2500
BE,BE1_BAG,300,GV_Hausarzt,Aquilana,2022,442.2999878,GV_Hausarzt_300
BE,BE1_BAG,300,GV_OKP,Assura,2023,519.5999756,GV_OKP_300
BE,BE1_BAG,2500,GV_HMO,Vivacare,2018,330.6,GV_HMO_2500
BE,BE1_BAG,300,GV_Telmed,Slkk,2016,446.7,GV_Telmed_300
BE,BE1_BAG,2500,GV_OKP,Progrès,2019,378.3,GV_OKP_2500
BE,BE1_BAG,2500,GV_Hausarzt,Rhenusana,2019,384.2,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_OKP,Mutuel Assurance,2021,394.7000122,GV_OKP_2500
BE,BE1_BAG,300,GV_OKP,KK Ingenbohl,2020,549.0999756,GV_OKP_300
BE,BE1_BAG,2500,GV_Telmed,Philos,2020,313.8666789,GV_Telmed_2500
BE,BE1_BAG,300,GV_HMO,Provita,2022,489.7999878,GV_HMO_300
BE,BE1_BAG,300,GV_OKP,Mutuel Assurance,2024,601.2000122,GV_OKP_300
BE,BE1_BAG,300,GV_Telmed,Atupri,2023,484.0999858,GV_Telmed_300
BE,BE1_BAG,300,GV_Hausarzt,KPT,2017,427.7,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_Hausarzt,Sana24,2017,325.9,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_OKP,CSS - Arcosana,2022,382,GV_OKP_2500
BE,BE1_BAG,2500,GV_OKP,Vita Surselva,2020,416.3500061,GV_OKP_2500
BE,BE1_BAG,300,GV_OKP,Sana24,2024,587.7000122,GV_OKP_300
BE,BE1_BAG,300,GV_Hausarzt,Sumiswalder KK,2023,457.8999939,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_Telmed,Sympany - Vivao,2018,308.8,GV_Telmed_2500
BE,BE1_BAG,300,GV_Hausarzt,KK Steffisburg,2018,450.3,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Telmed,Avenir,2018,449.25,GV_Telmed_300
BE,BE1_BAG,300,GV_Telmed,Easy Sana,2018,448.95,GV_Telmed_300
BE,BE1_BAG,300,GV_Hausarzt,Progrès,2016,426.13,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Hausarzt,Wincare,2016,502.2,GV_Hausarzt_300
BE,BE1_BAG,300,GV_HMO,Sana24,2016,420.3,GV_HMO_300
BE,BE1_BAG,2500,GV_Telmed,Provita,2016,271.9,GV_Telmed_2500
BE,BE1_BAG,300,GV_OKP,Sana24,2017,494.5,GV_OKP_300
BE,BE1_BAG,2500,GV_Telmed,Slkk,2017,358.1,GV_Telmed_2500
BE,BE1_BAG,2500,GV_OKP,Sodalis,2020,417.1000061,GV_OKP_2500
BE,BE1_BAG,2500,GV_OKP,Sanitas,2020,362.3999939,GV_OKP_2500
BE,BE1_BAG,300,GV_Telmed,Slkk,2018,478.8,GV_Telmed_300
BE,BE1_BAG,300,GV_Telmed,Mutuel Assurance,2019,464.5,GV_Telmed_300
BE,BE1_BAG,300,GV_OKP,Vivacare,2016,505.3,GV_OKP_300
BE,BE1_BAG,300,GV_Hausarzt,Galenos,2016,399,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Hausarzt,Concordia,2019,471.9,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_HMO,Provita,2019,336.2,GV_HMO_2500
BE,BE1_BAG,300,GV_Hausarzt,Visana,2021,461.8999939,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Hausarzt,Rhenusana,2021,524.0999756,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Hausarzt,CSS - Intras,2021,485.7999878,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_OKP,Sanitas,2022,372,GV_OKP_2500
BE,BE1_BAG,2500,GV_Telmed,Avenir,2016,269.95,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Hausarzt,Easy Sana,2016,302.55,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_Telmed,Helsana,2017,433.75,GV_Telmed_300
BE,BE1_BAG,300,GV_OKP,Intras,2016,519.9,GV_OKP_300
BE,BE1_BAG,300,GV_Telmed,KK Steffisburg,2016,388.3,GV_Telmed_300
BE,BE1_BAG,2500,GV_Hausarzt,Sana24,2016,325.8,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_OKP,Concordia,2019,524.3,GV_OKP_300
BE,BE1_BAG,300,GV_Hausarzt,Mutuel Assurance,2021,459,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Hausarzt,CSS - Sanagate,2021,440.2000122,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_OKP,Sana24,2021,414.8999939,GV_OKP_2500
BE,BE1_BAG,300,GV_OKP,Philos,2020,495.6000061,GV_OKP_300
BE,BE1_BAG,2500,GV_Hausarzt,Agrisano,2020,353.7999878,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_Hausarzt,CSS,2020,472.8999939,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_Hausarzt,Concordia,2022,357.8999939,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Hausarzt,Aquilana,2024,379.6000061,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_Hausarzt,EGK-Gesundheitskasse,2024,532,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Telmed,Easy Sana,2017,416.7,GV_Telmed_300
BE,BE1_BAG,300,GV_OKP,KK Steffisburg,2016,431.6,GV_OKP_300
BE,BE1_BAG,2500,GV_OKP,Slkk,2024,474.7999878,GV_OKP_2500
BE,BE1_BAG,300,GV_Hausarzt,Sanitas,2024,501.7999878,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Telmed,Easy Sana,2023,444.8000031,GV_Telmed_300
BE,BE1_BAG,2500,GV_Telmed,Slkk,2018,358.1,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Telmed,Swica,2016,271.95,GV_Telmed_2500
BE,BE1_BAG,300,GV_Telmed,Visana,2018,468.2,GV_Telmed_300
BE,BE1_BAG,300,GV_Telmed,Wincare,2016,496.7,GV_Telmed_300
BE,BE1_BAG,2500,GV_OKP,Compact,2017,309.8,GV_OKP_2500
BE,BE1_BAG,2500,GV_Hausarzt,KK Steffisburg,2017,298.5,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_Telmed,Swica,2021,447.1500092,GV_Telmed_300
BE,BE1_BAG,2500,GV_Telmed,Provita,2021,329.2000122,GV_Telmed_2500
BE,BE1_BAG,300,GV_HMO,Sympany - Kolping,2020,664.2999878,GV_HMO_300
BE,BE1_BAG,2500,GV_Telmed,Swica,2020,335.8000031,GV_Telmed_2500
BE,BE1_BAG,300,GV_Hausarzt,Slkk,2020,459,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_Hausarzt,Assura,2024,381.4199951,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Telmed,Sana24,2024,426.6333313,GV_Telmed_2500
BE,BE1_BAG,2500,GV_OKP,Aquilana,2024,434.8999939,GV_OKP_2500
BE,BE1_BAG,2500,GV_OKP,Vivacare,2023,465.8999939,GV_OKP_2500
BE,BE1_BAG,2500,GV_Telmed,Atupri,2019,322.6,GV_Telmed_2500
BE,BE1_BAG,300,GV_Hausarzt,Avanex,2016,413.5,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Hausarzt,Swica,2018,432.7,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_Hausarzt,Visana,2017,338.9,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_OKP,Sanitas,2016,464.7,GV_OKP_300
BE,BE1_BAG,300,GV_Hausarzt,Vita Surselva,2022,523.8499756,GV_Hausarzt_300
BE,BE1_BAG,300,GV_OKP,Vivacare,2020,549,GV_OKP_300
BE,BE1_BAG,2500,GV_OKP,Easy Sana,2022,383.6000061,GV_OKP_2500
BE,BE1_BAG,2500,GV_OKP,KK Steffisburg,2018,355,GV_OKP_2500
BE,BE1_BAG,300,GV_OKP,Swica,2016,457.5,GV_OKP_300
BE,BE1_BAG,300,GV_Hausarzt,Sanitas,2016,427.6,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Telmed,Compact,2021,451.5,GV_Telmed_300
BE,BE1_BAG,300,GV_Hausarzt,Sumiswalder KK,2021,472.8999939,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_Telmed,Provita,2022,379.2000122,GV_Telmed_2500
BE,BE1_BAG,300,GV_HMO,KVF,2020,491.2000122,GV_HMO_300
BE,BE1_BAG,2500,GV_Hausarzt,Swica,2024,448.3500061,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_HMO,Concordia,2018,322.6,GV_HMO_2500
BE,BE1_BAG,2500,GV_Telmed,Easy Sana,2017,297.4,GV_Telmed_2500
BE,BE1_BAG,2500,GV_OKP,AMB,2016,355,GV_OKP_2500
BE,BE1_BAG,2500,GV_OKP,Sanagate,2019,358.7,GV_OKP_2500
BE,BE1_BAG,300,GV_OKP,AMB,2019,549.7,GV_OKP_300
BE,BE1_BAG,300,GV_OKP,Vivacare,2017,505.4,GV_OKP_300
BE,BE1_BAG,2500,GV_Hausarzt,Easy Sana,2020,347.6666667,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Hausarzt,Provita,2020,367.3500061,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_OKP,CSS - Arcosana,2020,507.7999878,GV_OKP_300
BE,BE1_BAG,300,GV_Telmed,Sodalis,2024,516.8999939,GV_Telmed_300
BE,BE1_BAG,2500,GV_Hausarzt,Concordia,2018,348.2,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_OKP,Supra,2018,504.4,GV_OKP_300
BE,BE1_BAG,2500,GV_Hausarzt,Sumiswalder KK,2016,306.3,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_OKP,Vita Surselva,2017,391.3,GV_OKP_2500
BE,BE1_BAG,2500,GV_OKP,CSS,2020,406.1000061,GV_OKP_2500
BE,BE1_BAG,2500,GV_Telmed,Atupri,2024,383.3999939,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Telmed,Sympany - Moove,2023,388.3333333,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Hausarzt,Provita,2023,397.1999969,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_HMO,Swica,2023,371.7999878,GV_HMO_2500
BE,BE1_BAG,300,GV_HMO,Provita,2023,461.3999939,GV_HMO_300
BE,BE1_BAG,2500,GV_HMO,Sympany - Vivao,2018,308.8,GV_HMO_2500
BE,BE1_BAG,2500,GV_HMO,Wincare,2016,365.85,GV_HMO_2500
BE,BE1_BAG,300,GV_OKP,Mutuel Assurance,2016,445.5,GV_OKP_300
BE,BE1_BAG,300,GV_HMO,Avanex,2016,394.5,GV_HMO_300
BE,BE1_BAG,300,GV_Hausarzt,Agrisano,2016,425.3,GV_Hausarzt_300
BE,BE1_BAG,300,GV_OKP,Helsana,2021,510.6000061,GV_OKP_300
BE,BE1_BAG,2500,GV_Telmed,Agrisano,2021,371.1000061,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Telmed,CSS - Intras,2020,369.7999878,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Hausarzt,Progrès,2020,317.6666768,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_HMO,Sana24,2024,548.6000061,GV_HMO_300
BE,BE1_BAG,2500,GV_OKP,Philos,2023,422.2000122,GV_OKP_2500
BE,BE1_BAG,300,GV_Telmed,Sodalis,2023,493.1499939,GV_Telmed_300
BE,BE1_BAG,300,GV_Hausarzt,Sympany - Moove,2019,506.8,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_Telmed,EGK-Gesundheitskasse,2016,303.7,GV_Telmed_2500
BE,BE1_BAG,300,GV_Hausarzt,Avenir,2021,456.4333293,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_Hausarzt,Aquilana,2022,322.8999939,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_OKP,Sympany - Moove,2020,577.5999756,GV_OKP_300
BE,BE1_BAG,2500,GV_Telmed,Visana,2023,368.8250046,GV_Telmed_2500
BE,BE1_BAG,300,GV_Hausarzt,KK Luzerner Hinterland,2017,547.85,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_OKP,Galenos,2017,358.7,GV_OKP_2500
BE,BE1_BAG,300,GV_OKP,Galenos,2017,478,GV_OKP_300
BE,BE1_BAG,300,GV_Hausarzt,Sanitas,2021,457.5,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_Telmed,Sanitas,2020,319,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Hausarzt,Vita Surselva,2020,389.7999878,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Hausarzt,KVF,2020,388.7999878,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Hausarzt,Rhenusana,2022,414.3999939,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_OKP,Vita Surselva,2022,551.6500244,GV_OKP_300
BE,BE1_BAG,300,GV_Hausarzt,Visana,2023,491.3000031,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_OKP,Provita,2023,461,GV_OKP_2500
BE,BE1_BAG,2500,GV_Telmed,Provita,2018,340,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Telmed,Helsana,2018,322.7,GV_Telmed_2500
BE,BE1_BAG,2500,GV_HMO,Sansan,2016,281.25,GV_HMO_2500
BE,BE1_BAG,300,GV_Telmed,Sympany - Kolping,2019,659.23,GV_Telmed_300
BE,BE1_BAG,300,GV_OKP,Visana,2016,508.3,GV_OKP_300
BE,BE1_BAG,300,GV_Hausarzt,Sana24,2016,430.2,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Hausarzt,Progrès,2021,423.1666667,GV_Hausarzt_300
BE,BE1_BAG,300,GV_OKP,CSS - Intras,2021,533.7999878,GV_OKP_300
BE,BE1_BAG,300,GV_Hausarzt,Aquilana,2021,453.7999878,GV_Hausarzt_300
BE,BE1_BAG,300,GV_OKP,Swica,2020,529.0999756,GV_OKP_300
BE,BE1_BAG,2500,GV_OKP,CSS - Intras,2020,418.2000122,GV_OKP_2500
BE,BE1_BAG,2500,GV_OKP,Rhenusana,2020,428.3999939,GV_OKP_2500
BE,BE1_BAG,300,GV_Hausarzt,Assura,2024,497.3599915,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_OKP,KK Luzerner Hinterland,2024,465.75,GV_OKP_2500
BE,BE1_BAG,2500,GV_Hausarzt,Rhenusana,2024,496.8999939,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_OKP,Sumiswalder KK,2024,401.2000122,GV_OKP_2500
BE,BE1_BAG,2500,GV_Telmed,Easy Sana,2023,325.8000031,GV_Telmed_2500
BE,BE1_BAG,2500,GV_OKP,Avenir,2023,430.5,GV_OKP_2500
BE,BE1_BAG,300,GV_Telmed,KPT,2023,459.8999939,GV_Telmed_300
BE,BE1_BAG,2500,GV_OKP,Sanitas,2018,362.4,GV_OKP_2500
BE,BE1_BAG,300,GV_OKP,Provita,2018,537.1,GV_OKP_300
BE,BE1_BAG,2500,GV_Hausarzt,Avenir,2017,295.9,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Hausarzt,Progrès,2018,310.33,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Hausarzt,Swica,2016,278.8,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_HMO,Swica,2019,319.9,GV_HMO_2500
BE,BE1_BAG,2500,GV_Hausarzt,ÖKK,2019,338.6,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_HMO,Swica,2017,389.2,GV_HMO_300
BE,BE1_BAG,2500,GV_OKP,ÖKK,2017,352.2,GV_OKP_2500
BE,BE1_BAG,300,GV_OKP,Vivacare,2022,562.5999756,GV_OKP_300
BE,BE1_BAG,2500,GV_Telmed,Avenir,2023,359.0500031,GV_Telmed_2500
BE,BE1_BAG,2500,GV_HMO,Concordia,2023,342.2000122,GV_HMO_2500
BE,BE1_BAG,2500,GV_OKP,Sympany - Kolping,2023,469.3999939,GV_OKP_2500
BE,BE1_BAG,2500,GV_OKP,Atupri,2016,313.2,GV_OKP_2500
BE,BE1_BAG,300,GV_OKP,Sympany,2016,459.5,GV_OKP_300
BE,BE1_BAG,2500,GV_OKP,Klug,2021,430.8999939,GV_OKP_2500
BE,BE1_BAG,300,GV_Hausarzt,CSS - Arcosana,2022,436.1000061,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Telmed,Swica,2020,447.1500092,GV_Telmed_300
BE,BE1_BAG,2500,GV_Hausarzt,Visana,2020,339.2999878,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_OKP,Assura,2020,485.5,GV_OKP_300
BE,BE1_BAG,2500,GV_OKP,Rhenusana,2022,450.3999939,GV_OKP_2500
BE,BE1_BAG,300,GV_Telmed,Helsana,2019,451.85,GV_Telmed_300
BE,BE1_BAG,300,GV_HMO,Provita,2016,394.8,GV_HMO_300
BE,BE1_BAG,2500,GV_Hausarzt,Rhenusana,2017,359.6,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_Hausarzt,Sumiswalder KK,2017,428.4,GV_Hausarzt_300
BE,BE1_BAG,300,GV_OKP,Sympany - Vivao,2017,473.4,GV_OKP_300
BE,BE1_BAG,2500,GV_OKP,Atupri,2021,393.2999878,GV_OKP_2500
BE,BE1_BAG,300,GV_Hausarzt,Sympany - Moove,2022,519.9000244,GV_Hausarzt_300
BE,BE1_BAG,300,GV_OKP,Rhenusana,2024,634.0999756,GV_OKP_300
BE,BE1_BAG,300,GV_Hausarzt,Atupri,2023,504.2000122,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_OKP,Slkk,2023,441.1000061,GV_OKP_2500
BE,BE1_BAG,2500,GV_Hausarzt,Sanitas,2023,336.8749924,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_Telmed,Arcosana,2018,442.8,GV_Telmed_300
BE,BE1_BAG,2500,GV_Hausarzt,Visana,2016,328.25,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_Hausarzt,Provita,2021,458.9499969,GV_Hausarzt_300
BE,BE1_BAG,300,GV_OKP,Aquilana,2021,504.2000122,GV_OKP_300
BE,BE1_BAG,2500,GV_Telmed,Sympany - Vivao,2025,379.5666707,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Telmed,Atupri,2025,406.9666646,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Hausarzt,Swica,2025,431.5500031,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Hausarzt,CSS,2025,428.3000031,GV_Hausarzt_2500
BE,BE1_BAG,2500,GV_Telmed,Philos,2025,434.1499939,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Telmed,Sanitas,2025,397.3000031,GV_Telmed_2500
BE,BE1_BAG,300,GV_Telmed,Slkk,2025,556.9499817,GV_Telmed_300
BE,BE1_BAG,2500,GV_Telmed,Sodalis,2025,417.3000031,GV_Telmed_2500
BE,BE1_BAG,300,GV_Telmed,Atupri,2025,528.8666687,GV_Telmed_300
BE,BE1_BAG,300,GV_Hausarzt,Helsana,2025,498.6999939,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Telmed,ÖKK,2025,548.6499939,GV_Telmed_300
BE,BE1_BAG,2500,GV_Hausarzt,Philos,2025,444.1500092,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_Telmed,Sympany - Vivao,2025,498.9666646,GV_Telmed_300
BE,BE1_BAG,2500,GV_HMO,Visana,2025,399,GV_HMO_2500
BE,BE1_BAG,300,GV_Telmed,Helsana,2025,506.0500031,GV_Telmed_300
BE,BE1_BAG,300,GV_Telmed,Visana,2025,540.8500061,GV_Telmed_300
BE,BE1_BAG,2500,GV_Hausarzt,KPT,2025,413.4500122,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_Hausarzt,Assura,2025,550.875,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_Telmed,Swica,2025,430.4666646,GV_Telmed_2500
BE,BE1_BAG,300,GV_Telmed,Swica,2025,543.5333252,GV_Telmed_300
BE,BE1_BAG,2500,GV_Telmed,Mutuel Assurance,2025,425.3000031,GV_Telmed_2500
BE,BE1_BAG,300,GV_Telmed,Sana24,2025,572.1333211,GV_Telmed_300
BE,BE1_BAG,300,GV_Hausarzt,Mutuel Assurance,2025,551.4500122,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Hausarzt,CSS,2025,534.1499939,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_OKP,Mutuel Assurance,2025,497,GV_OKP_2500
BE,BE1_BAG,300,GV_OKP,Mutuel Assurance,2025,616.0999756,GV_OKP_300
BE,BE1_BAG,300,GV_OKP,CSS,2025,617.5,GV_OKP_300
BE,BE1_BAG,2500,GV_OKP,Sanitas,2025,451.5,GV_OKP_2500
BE,BE1_BAG,2500,GV_OKP,Helsana,2025,446.2000122,GV_OKP_2500
BE,BE1_BAG,300,GV_OKP,Swica,2025,629.5999756,GV_OKP_300
BE,BE1_BAG,2500,GV_OKP,Swica,2025,510.2000122,GV_OKP_2500
BE,BE1_BAG,300,GV_HMO,Atupri,2025,526.9000244,GV_HMO_300
BE,BE1_BAG,2500,GV_HMO,Atupri,2025,405,GV_HMO_2500
BE,BE1_BAG,300,GV_OKP,Philos,2025,647.2000122,GV_OKP_300
BE,BE1_BAG,2500,GV_OKP,Assura,2025,504.8999939,GV_OKP_2500
BE,BE1_BAG,300,GV_OKP,Assura,2025,624.2000122,GV_OKP_300
BE,BE1_BAG,300,GV_OKP,Sodalis,2025,595.0999756,GV_OKP_300
BE,BE1_BAG,2500,GV_OKP,Sodalis,2025,474.5,GV_OKP_2500
BE,BE1_BAG,300,GV_OKP,Rhenusana,2025,665.7999878,GV_OKP_300
BE,BE1_BAG,2500,GV_OKP,Rhenusana,2025,546.7999878,GV_OKP_2500
BE,BE1_BAG,300,GV_OKP,Sympany - Vivao,2025,570.0999756,GV_OKP_300
BE,BE1_BAG,2500,GV_HMO,Sympany - Vivao,2025,382.5,GV_HMO_2500
BE,BE1_BAG,300,GV_HMO,Sympany - Vivao,2025,501.7999878,GV_HMO_300
BE,BE1_BAG,300,GV_OKP,Agrisano,2025,611.0999756,GV_OKP_300
BE,BE1_BAG,2500,GV_OKP,Vita Surselva,2025,517.7000122,GV_OKP_2500
BE,BE1_BAG,2500,GV_Hausarzt,Concordia,2025,423.2999878,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_Hausarzt,Concordia,2025,544.5999756,GV_Hausarzt_300
BE,BE1_BAG,300,GV_OKP,Klug,2025,692.0499878,GV_OKP_300
BE,BE1_BAG,2500,GV_OKP,Klug,2025,567.5499878,GV_OKP_2500
BE,BE1_BAG,2500,GV_OKP,EGK-Gesundheitskasse,2025,503.7999878,GV_OKP_2500
BE,BE1_BAG,2500,GV_OKP,KK Steffisburg,2025,465.8999939,GV_OKP_2500
BE,BE1_BAG,300,GV_OKP,KK Steffisburg,2025,585.7999878,GV_OKP_300
BE,BE1_BAG,300,GV_OKP,Sumiswalder KK,2025,565.7000122,GV_OKP_300
BE,BE1_BAG,2500,GV_OKP,Sumiswalder KK,2025,446.3999939,GV_OKP_2500
BE,BE1_BAG,300,GV_Hausarzt,Aquilana,2025,558.7000122,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_Hausarzt,Aquilana,2025,441.2999878,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_Hausarzt,Sumiswalder KK,2025,520.5,GV_Hausarzt_300
BE,BE1_BAG,2500,GV_Hausarzt,Sumiswalder KK,2025,403.3999939,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_HMO,KPT,2025,540.4000244,GV_HMO_300
BE,BE1_BAG,300,GV_Hausarzt,KK Steffisburg,2025,521.4000244,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Hausarzt,KK Luzerner Hinterland,2025,583.7000122,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Telmed,Rhenusana,2025,612.5999756,GV_Telmed_300
BE,BE1_BAG,2500,GV_Telmed,Sumiswalder KK,2025,403.3999939,GV_Telmed_2500
BE,BE1_BAG,2500,GV_Hausarzt,Vita Surselva,2025,492.1000061,GV_Hausarzt_2500
BE,BE1_BAG,300,GV_Hausarzt,ÖKK,2025,544.0999756,GV_Hausarzt_300
BE,BE1_BAG,300,GV_HMO,ÖKK,2025,519.9000244,GV_HMO_300
BE,BE1_BAG,300,GV_Hausarzt,Sanitas,2025,531,GV_Hausarzt_300
BE,BE1_BAG,300,GV_Telmed,KK Steffisburg,2025,518.5,GV_Telmed_300
